id;registro;nif;denominacion;ambito;seccion;actividades;fecha_constitucion;direccion_nombre_via;direccion_provincia_nombre;direccion_isla_nombre;direccion_municipio_nombre;direccion_codigo_postal;teléfono;dominio_internet;email
1275;G1/S1/1265-88/TF;_U;EL GUINCHO;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;10/05/1988;C/ HERMANOS DE PONTE Y MENDEZ - EL GUINCHO;Santa Cruz de Tenerife;TENERIFE;ARONA;_U;_U;_U;_U
1276;G1/S1/1266-88/TF;_U;AMPA DEL IES LA MATANZA;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;13/03/1988;EDIF. DEL CENTRO.C/CASILLAS N 10;Santa Cruz de Tenerife;TENERIFE;LA MATANZA DE ACENTEJO;38370;922577750;_U;_U
1277;G1/S1/1267-88/TF;_U;DRAGO;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;10/05/1988;C/ BENCOMIA, 3-A;Santa Cruz de Tenerife;TENERIFE;ICOD DE LOS VINOS;_U;_U;_U;_U
1278;G1/S1/1268-88/TF;_U;DEFENSA DEL MEDIO AMBIENTE AMACAN;PROVINCIAL;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;08/05/1988;PLAZA DEL CIT, 146 - LAS CALETILLAS;Santa Cruz de Tenerife;TENERIFE;CANDELARIA;_U;_U;_U;_U
1279;G1/S1/1269-88/TF;_U;ASOCIACION CANARIA DE ESTUDIANTES DE FARMACIA;AUTONÓMICO;Sección 1 - Asociaciones;DE ALUMNOS;09/05/1988;AVDA. ASTROFISICO FRANCISCO SANCHEZ - FACULTAD FARMACIA;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1280;G1/S1/1270-88/TF;G38296372;VECINAL Y CULTURAL SAN JOSÉ OBRERO - LA CISNERA;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;14/05/1988;Calle San Jose (Aula Sociocultural), La Cisnera;Santa Cruz de Tenerife;TENERIFE;ARICO;38580;609902853;_U;_U
1281;G1/S1/1271-88/H;_U;COLEGIO P. EL PINAR;PROVINCIAL;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;_U;EL PINAR;Santa Cruz de Tenerife;EL HIERRO;FRONTERA;_U;_U;_U;_U
1282;G1/S1/1272-88/TF;_U;OPERADORES RECREATIVOS DE TENERIFE;PROVINCIAL;Sección 1 - Asociaciones;VARIAS;25/05/1988;C/ PUERTO ESCONDIDO, 1-3;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1283;G1/S1/1273-88/TF;_U;PROVINCIAL INDUSTRIALES FERIANTES DE TENERIFE;AUTONÓMICO;Sección 1 - Asociaciones;ECONÓMICAS Y PROFESIONALES;10/02/1988;C/ GUAñAñEME, 35 - BARRIO LA SALUD;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1284;G1/S1/1274-88/TF;_U;HERACLIO 88;LOCAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;AVDA. UNIVERSIDAD, S/N;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1285;G1/S1/1275-88/TF;G38240529;SOCIEDAD CANARIA DE ENDOCRINOLOGÍA Y NUTRICIÓN (SOCAEN);AUTONÓMICO;Sección 1 - Asociaciones;PROFESIONALES DE LA SANIDAD;14/05/1988;C/ HORACIO NELSON,17.COLEGIO OFICIAL DE MEDICOS;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38190;"922682965; 922245206";_U;administracion@pereagamez.com
1286;G1/S1/1276-88/TF;_U;AMPA LAS AMÉRICAS DEL CEIP LAS AMÉRICAS;AUTONÓMICO;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;03/06/1988;PLAYA DE LAS AMERICAS;Santa Cruz de Tenerife;TENERIFE;ARONA;_U;_U;_U;_U
1287;G1/S1/1277-88/TF;_U;MACHACO;INSULAR;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;26/05/1988;LOCAL SOCIAL FINCA PACHO;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38108;822021151;_U;_U
1288;G1/S1/1278-88/TF;_U;JUVENTUD SAN JERONIMO;LOCAL;Sección 1 - Asociaciones;JÓVENES;05/05/1988;C/ ZEBENZUI, 8-3- - EL CARDONAL;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1289;G1/S1/1279-88/TF;_U;INSTITUTO DE B. DE TACORONTE;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;27/05/1988;C/ TEOBALDO POWER, 10;Santa Cruz de Tenerife;TENERIFE;TACORONTE;_U;_U;_U;_U
1290;G1/S1/1280-88/TF;_U;FINCA ESPAñA DEL CHARCON;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;20/06/1988;C/ PRIMERA TRANSVERSAL A MANUEL SANTAELLA, 11;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1291;G1/S1/1281-88/TF;_U;PRO-VIDA;PROVINCIAL;Sección 1 - Asociaciones;DEFENSA DE LA VIDA HUMANA;17/06/1988;C/ GENERAL GODED, 85;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1292;G1/S1/1282-88/TF;_U;GLOXINIA;LOCAL;Sección 1 - Asociaciones;JÓVENES;26/04/1988;C/ NUEVA S/N;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;_U;_U;_U;_U
1293;G1/S1/1283-88/TF;_U;PEJEVERDE;MUNICIPAL;Sección 1 - Asociaciones;JÓVENES;09/06/1988;C/ PEREZ ZAMORA, 38;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;_U;_U;_U;_U
1294;G1/S1/1284-88/TF;_U;PAPA CANARIA;AUTONÓMICO;Sección 1 - Asociaciones;DE PROFESIONALES;13/06/1988;C/ GENERAL SANJURJO, 18 - ATICO B 5;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1296;G1/S1/1286-88/TF;_U;CANARIA DE DISEñADORES;AUTONÓMICO;Sección 1 - Asociaciones;DE PROFESIONALES;20/06/1988;C/ ROBAYNA, 43;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1297;G1/S1/1287-88/TF;_U;BUJINKAN TOGAKURE RYU NIN-PO;LOCAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;06/07/1988;C/ ALCALDE GARCIA RAMOS, 2 - GRUPO VERODES BLOQ. 14-3-A;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1298;G1/S1/1288-88/TF;_U;AMIGOS DE LOS PARQUES (AMPAR);AUTONÓMICO;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;04/07/1988;URB. RADAZUL ALTA.EL PARAISO 5. FASE N.23 38.109 EL ROSARIO;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1299;G1/S1/1289-88/TF;_U;CORRECAMINOS 4 X 4 CLUB TENERIFE;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES, RECREATIVAS Y DEPORTIVAS;09/07/1988;C/ VELAZQUEZ, 1;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1301;G1/S1/1291-88/TF;G38105979;AGRUPACIÓN FOLKLÓRICA ABRUNCOS DE LA GUANCHA;MUNICIPAL;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;12/07/1988;C/ ASOMADA, 41(C/JUAN LUIS REYES, N 2);Santa Cruz de Tenerife;TENERIFE;LA GUANCHA;38440;_U;_U;aslr@aslr.es
1302;G1/S1/1292-88/TF;_U;INSTITUTO POETA VIANA - SACABO;LOCAL;Sección 1 - Asociaciones;DE EX-ALUMNOS;13/07/1988;C/ SIMON BOLIVAR, 7;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1303;G1/S1/1293-88/TF;_U;ARTES ESCENICAS ADAE;PROVINCIAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;20/06/1988;C/ DOCTOR FLEMING, 8;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1304;G1/S1/1294-88/TF;_U;ASOCIACIÓN DE ENÓLOGOS DE CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;VARIAS;24/06/1988;C/ PEDRO GONZALEZ YANES, 2;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;6194563765;_U;enologosdecanarias@hotmail.com
1305;G1/S1/1295-88/TF;G38207189;SOCIEDAD CULTURAL JOSÉ REYES MARTÍN;MUNICIPAL;Sección 1 - Asociaciones;"MUSICALES; SOCIO-CULTURALES";02/07/1988;C/ SAN ANTONIO, 9;Santa Cruz de Tenerife;TENERIFE;GRANADILLA DE ABONA;38600;680594348;_U;josereyesmartin@gmail.com
1306;G1/S1/1296-88/TF;_U;LA ATALAYA;LOCAL;Sección 1 - Asociaciones;JÓVENES;19/07/1988;C/ SAN CAYETANO, 19;Santa Cruz de Tenerife;TENERIFE;EL TANQUE;_U;_U;_U;_U
1307;G1/S1/1297-88/TF;_U;EL MECENAS;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;19/07/1988;C/ REAL OROTAVA, S/N - EL RAVELO;Santa Cruz de Tenerife;TENERIFE;EL SAUZAL;_U;_U;_U;_U
1308;G1/S1/1298-88/TF;_U;CUATRO CAMINOS;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;_U;C/ PARTACAMINOS - EL CHORRILLO;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1309;G1/S1/1299-88/TF;_U;TAJO;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;_U;SALON PARROQUIAL - ARICO EL VIEJO;Santa Cruz de Tenerife;TENERIFE;ARICO;_U;_U;_U;_U
1310;G1/S1/1300-88/TF;_U;AMIGOS DE ELVIS;AUTONÓMICO;Sección 1 - Asociaciones;VARIAS;01/08/1988;C/ ALCALDE MANDILLO TEJERA, 3 FASE BLOQ, 10-4-A;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1311;G1/S1/1301-88/GO;_U;JARDINES BARRIADA LA GALLARDA;LOCAL;Sección 1 - Asociaciones;JÓVENES;15/07/1988;BARRIADA LA GALLARDA, 61;Santa Cruz de Tenerife;LA GOMERA;SAN SEBASTIÁN DE LA GOMERA;_U;_U;_U;_U
1313;G1/S1/1303-88/TF;_U;LA EMPLEITA;PROVINCIAL;Sección 1 - Asociaciones;VARIAS;01/08/1988;C/ HERRADORES, 66;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1314;G1/S1/1304-88/TF;_U;CULTURAL DEPORTIVA SAN BENITO;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;16/08/1988;C/ SAN HONORATO, 17;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1315;G1/S1/1305-88/TF;_U;GRUPO NATURISTA SALINAS DEL GUINCHO;PROVINCIAL;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;01/09/1988;C/ GENERAL FRANCO, 17 - 4-A  - LOS CRISTIANOS;Santa Cruz de Tenerife;TENERIFE;ARONA;_U;_U;_U;_U
1318;G1/S1/1308-88/TF;_U;CAZADORES DEL 8 DISTRITO DE ANAGA;LOCAL;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;17/09/1988;C/ PORTUGAL, 41 - TAGANANA;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1320;G1/S1/1310-88/TF;_U;INSTITUTO F.P. SAN ANDRES;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;07/06/1988;C/ CERCADO, 1 - SAN ANDRES;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1321;G1/S1/1311-88/TF;_U;PLAYA DEL TRONCO;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;02/10/1988;C/ PRINCIPAL - LAS ERAS N 6;Santa Cruz de Tenerife;TENERIFE;ARICO;38592;629216803;_U;_U
1322;G1/S1/1312-88/TF;_U;CIRCULO DE PENSIONISTAS DE LA ONCE;PROVINCIAL;Sección 1 - Asociaciones;TERCERA EDAD;08/04/1988;C/ BETHENCOURT Y MOLINA, 16;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1323;G1/S1/1313-88/TF;_U;PROFESIONALES DE DANZA DE TENERIFE;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;24/10/1988;C/ COMANDANTE SANCHEZ PINTO, 3;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1324;G1/S1/1314-88/TF;_U;MINUSVALIDOS DE LA COMUNIDAD CANARIA (MICOCA);AUTONÓMICO;Sección 1 - Asociaciones;DEFICIENCIAS Y ENFERMEDADES;23/03/1988;C/ LOS MOLINOS, 39;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1325;G1/S1/1315-88/TF;_U;GRUPO COREOGRAFICO CANDILEJAS;PROVINCIAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;11/10/1988;SALON 17 - MERCADO BARRIO LA SALUD;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1326;G1/S1/1316-88/P;_U;PARA ENCUENTROS INTERNACIONALES A.R.;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;28/09/1988;AVDA. MARITIMA, 26;Santa Cruz de Tenerife;LA PALMA;SANTA CRUZ DE LA PALMA;_U;_U;_U;_U
1327;G1/S1/1317-88/TF;_U;TRADICIONES INICIATICAS DEL GRAN OCCIDENTE (TRIGO);AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;C/ PASAJE DE ALVAREZ, SEGUNDA N 30;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1328;G1/S1/1318-88/GO;_U;GUADA;LOCAL;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;06/08/1988;RETAMAL DE GUADA - LA CALERA;Santa Cruz de Tenerife;LA GOMERA;VALLE GRAN REY;_U;_U;_U;_U
1329;G1/S1/1319-88/TF;_U;LAGUNA;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;17/10/1988;C/ HERACLIO SANCHEZ, 25 - NIVEL 2 - JARDIN;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1330;G1/S1/1320-88/TF;_U;SATELITE;LOCAL;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;15/10/1988;BLOQUE 12 LOCAL 7 - SANTA MARIA DEL MAR;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1331;G1/S1/1321-88/H;_U;GANADEROS DE LA ISLA DE EL HIERRO;INSULAR;Sección 1 - Asociaciones;VARIAS;19/10/1988;CARRET. GRAL. LAS CASAS, 5 -;Santa Cruz de Tenerife;EL HIERRO;VALVERDE;_U;_U;_U;_U
1332;G1/S1/1322-88/GO;G38205167;MINUSVALIDOS DE LA GOMERA;INSULAR;Sección 1 - Asociaciones;DEFICIENCIAS Y ENFERMEDADES;13/10/1988;C/ GUILLERMO ASCANIO MORENO, 18;Santa Cruz de Tenerife;LA GOMERA;VALLEHERMOSO;38840;922800455;_U;_U
1333;G1/S1/1323-88/TF;_U;LLANO DEL MORO;LOCAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;31/10/1988;C/ TALAVERA, 19 - LLANO DEL MORO;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1334;G1/S1/1324-88/TF;_U;JUANA DE ARCO;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;01/11/1988;CARRET. NUEVA LA CORUJERA, 30;Santa Cruz de Tenerife;TENERIFE;SANTA ÚRSULA;_U;_U;_U;_U
1335;G1/S1/1325-88/TF;_U;GRUPO NATURALISTA EL CUERVO;AUTONÓMICO;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;28/10/1988;C/ SALAZAR, 17;Santa Cruz de Tenerife;TENERIFE;LA OROTAVA;_U;_U;_U;_U
1336;G1/S1/1326-88/TF;_U;CIVIL CASA TASCO;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;01/11/1988;CASA TASCO - LOS SILOS;Santa Cruz de Tenerife;TENERIFE;BUENAVISTA DEL NORTE;_U;_U;_U;_U
1337;G1/S1/1327-88/TF;_U;COLEGIO EL PORTEZUELO;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;09/11/1988;CAMINO LAS ESCUELAS, 10 - EL PORTEZUELO;Santa Cruz de Tenerife;TENERIFE;TEGUESTE;_U;_U;_U;_U
1338;G1/S1/1328-88/TF;_U;BARRIO LA VERA;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;14/10/1988;C/ LA VERA S/N -;Santa Cruz de Tenerife;TENERIFE;LA VICTORIA DE ACENTEJO;_U;_U;_U;_U
1339;G1/S1/1329-88/TF;_U;CENTRO RESIDENCIAL ANAGA;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;10/11/1988;AVDA. ANAGA, 57 (FARMACIA);Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38001;922280277;_U;_U
1340;G1/S1/1330-88/P;_U;LA VICA;MUNICIPAL;Sección 1 - Asociaciones;JÓVENES;22/03/1988;CARRET. PUERTO. CASA DOCTOR MORALES;Santa Cruz de Tenerife;LA PALMA;TAZACORTE;_U;_U;_U;_U
1341;G1/S1/1331-88/TF;_U;CLUB PARAPENTE TEIDE;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;22/11/1988;URBANIZ. EL CARDONAL - BLOQUE 24- 3 DCHA.;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1343;G1/S1/1333-89/TF;_U;A.M.P.A. TEXENERY DEL CP. CLARA MARRERO;INSULAR;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;01/05/1988;C.P. CLARA MARRERO, AVDA.DEL ARCHIPIELAGO CANARIO, 12;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;38400;_U;_U;ivan4355@hotmail.es
1344;G1/S1/1334-88/TF;_U;MERCURIO;PROVINCIAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;21/11/1988;C/ POETISA VICTORINA BRIDOUX, 2-1;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1345;G1/S1/1335-89/TF;_U;AñAZA;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCIÓN SANITARIA, EDUCATIVA Y SOCIAL;19/11/1988;C/ SOR MARIA DE JESUS, 35 BAJO - APTDO. CORREOS 10761;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1346;G1/S1/1336-89/TF;_U;PUERICULTORES DE S/C TENERIFE;PROVINCIAL;Sección 1 - Asociaciones;PROFESIONALES DE LA SANIDAD;05/12/1988;C/ PABLO PICASSO, 6 - 4 -B;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1347;G1/S1/1337-89/TF;_U;SANITARIA DE TACO;MUNICIPAL;Sección 1 - Asociaciones;DE ACCIÓN SANITARIA, EDUCATIVA Y SOCIAL;21/11/1988;C/ MOISES ALBERTO, 1 - TACO;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1348;G1/S1/1338-89/TF;_U;CENTRO CANARIO DE ESTUDIO DE LOS PUEBLOS AFRICANOS;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;09/12/1988;C/ EL DURAZNO, 42;Santa Cruz de Tenerife;TENERIFE;TACORONTE;_U;_U;_U;_U
1349;G1/S1/1339-89/TF;_U;ASOCIACIÓN CANARIA DE TECNICOS SUPERIORES EN RELACIONES INDUSTRIALES;AUTONÓMICO;Sección 1 - Asociaciones;CIENCIAS Y HUMANIDADES;04/12/1988;C/ ELIAS SERRA RAFOLS, 6-4;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;_U;_U;_U;_U
1351;G1/S1/1341-89/TF;_U;AUTO CLUB CANARIO (AUTOCAN);PROVINCIAL;Sección 1 - Asociaciones;VARIAS;07/12/1988;C/ GARCIA MORATO, 14;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1352;G1/S1/1342-89/TF;_U;TINERFEñA DE GANADEROS DE CAPRINO;INSULAR;Sección 1 - Asociaciones;VARIAS;07/12/1988;C/ GENERAL SANJURJO, 18 - ATICO B-5;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1353;G1/S1/1343-89/TF;_U;INFORMADORES Y DOCUMENTALISTAS DE BARRIOS;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;09/12/1988;PARQUE CULTURAL CIERA Y CLAVIJO;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1354;G1/S1/1344-89/TF;_U;APICOLA ICOGUAN;MUNICIPAL;Sección 1 - Asociaciones;VARIAS;25/10/1988;EDIF. AYUNTAMIENTO ICOD;Santa Cruz de Tenerife;TENERIFE;ICOD DE LOS VINOS;_U;_U;_U;_U
1355;G2/S1/9-89/TF;_U;CLUB ESPAñOL DEL PERRO DE GANADO MAHORERO;NACIONAL;Sección 1 - Asoc. Nacionales/Extranjeras;SOBRE ANIMALES Y PLANTAS;_U;CAMINO DE GUILLEN 11 - LA ESPERANZA;Santa Cruz de Tenerife;TENERIFE;EL ROSARIO;_U;_U;_U;_U
1356;G1/S1/1345-89/TF;_U;APA SAGRADA FAMILIA;MUNICIPAL;Sección 1 - Asociaciones;PADRES DE ALUMNOS, AMIGOS Y PROTECTORES DE CENTROS ESCOLARES;14/11/1989;COLEGIO P. SAN JOSE;Santa Cruz de Tenerife;TENERIFE;LOS SILOS;_U;_U;_U;_U
1357;G1/S1/1346-89/TF;_U;CULTURAL FOLCLÓRICA Y MURGA LOS TIGOTINES;MUNICIPAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;30/12/1988;C/ LOS HUARACHEROS, BLOQUE 12 BAJO - LOS GLADIOLOS.(AVDA.BENITO PEREZ ARMAS 17,B 24,7D;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38007;822065105;_U;_U
1358;G1/S1/1347-89/TF;_U;AGENTES DE LA PROPIEDAD INMOBILIARIA DEL SUR-ASOCIADOS;MUNICIPAL;Sección 1 - Asociaciones;VARIAS;27/12/1988;URB. PARQUE SANTIAGO III LOCAL 6 - PLAYA LAS AMERICAS;Santa Cruz de Tenerife;TENERIFE;ARONA;_U;_U;_U;_U
1359;G1/S1/1348-89/P;_U;CATHAYSA DEL INSTITUTO B. ALONSO PEREZ DIAZ;INSULAR;Sección 1 - Asociaciones;DE ALUMNOS;23/04/1988;PLAZA SANTO DOMINGO, S/N;Santa Cruz de Tenerife;LA PALMA;SANTA CRUZ DE LA PALMA;_U;_U;_U;_U
1360;G1/S1/1349-89/TF;_U;FRANCISCO DE GOYA;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;08/01/1989;C/ SAN LUCAS, 1-2;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1361;G1/S1/1350-89/TF;_U;LA CORUJA;MUNICIPAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;13/01/1989;C/ GUANCHE, 37 - LA CORUJERA;Santa Cruz de Tenerife;TENERIFE;SANTA ÚRSULA;_U;_U;_U;_U
1362;G1/S1/1351-89/TF;_U;GRUPO PARA LA CONSERVACION Y ESTUDIO DE LA NATURALEZA;AUTONÓMICO;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;21/01/1989;C/ IRIARTE, 38;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1363;G1/S1/1352-89/TF;_U;UNIVERSTAR;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;24/01/1989;PASAJE ALVARES 2, N 30 - APTDO. CORREOS 10164;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1364;G1/S1/1353-89/TF;_U;CANARIA DE MEDICINA SOCIAL;AUTONÓMICO;Sección 1 - Asociaciones;PROFESIONALES DE LA SANIDAD;04/12/1988;C/ MANUEL VERDUGO, 10 - APTDO. CORREOS 10263;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1365;G1/S1/1354-89/TF;_U;INSTITUTO B. TOMAS DE IRIARTE;LOCAL;Sección 1 - Asociaciones;DE ALUMNOS;25/01/1989;CARRET. ROSARIO (CASA CUNA);Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1366;G1/S1/1355-89/TF;_U;CLUB SOCIAL DE COMUNICACIONES;PROVINCIAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;08/08/1988;C/ GENERAL GUTIERREZ (EDIF. COMUNICACIONES);Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1367;G1/S1/1356-89/TF;_U;CANARIA DE VETERANOS DE LAS MILICIAS UNIVERSITARIAS;AUTONÓMICO;Sección 1 - Asociaciones;VARIAS;31/01/1989;AVDA. BENITO PEREZ ARMAS, 14-3;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;_U;_U;_U
1368;G1/S1/1357-89/TF;G38223764;ASOCIACIÓN AMIGOS DEL DOMINO DE LA ISLA DE TENERIFE;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;20/02/1989;AVENIDA JOSÉ MARÍA DEL CAMPO LLARENA, S/N;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;38400;608680656, 922384959;_U;correofed@gmail.com
